Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,manufacture_year_copy,manufacture_date
BMW,Z4,2.2,Petrol,2000,108845,7355,2000,2000-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2011,55015,30817,2011,2011-01-01 00:00:00
BMW,Z4,3.0,Petrol,1995,147034,4566,1995,1995-01-01 00:00:00
VW,Golf,1.8,Hybrid,1987,278018,592,1987,1987-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2016,26905,37519,2016,2016-01-01 00:00:00
BMW,X3,3.0,Petrol,2004,191245,6016,2004,2004-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2002,95749,7891,2002,2002-01-01 00:00:00
BMW,Z4,2.2,Petrol,1994,159061,3313,1994,1994-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1988,348397,518,1988,1988-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1992,258853,1588,1992,1992-01-01 00:00:00
VW,Golf,1.4,Petrol,1999,203459,1917,1999,1999-01-01 00:00:00
BMW,M5,4.4,Petrol,1990,199327,4583,1990,1990-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1995,235521,836,1995,1995-01-01 00:00:00
VW,Passat,1.8,Petrol,1993,221219,1549,1993,1993-01-01 00:00:00
VW,Polo,2.0,Petrol,1991,302277,454,1991,1991-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2005,116615,7279,2005,2005-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2000,143432,2800,2000,2000-01-01 00:00:00
Ford,Fiesta,1.4,Hybrid,2018,40485,23204,2018,2018-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2004,57274,9521,2004,2004-01-01 00:00:00
VW,Passat,1.8,Diesel,1987,330434,391,1987,1987-01-01 00:00:00
VW,Polo,1.0,Petrol,2017,49485,14852,2017,2017-01-01 00:00:00
VW,Polo,1.2,Petrol,2010,106739,6893,2010,2010-01-01 00:00:00
Toyota,RAV4,2.4,Petrol,1984,347520,348,1984,1984-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2006,140259,4286,2006,2006-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1989,251634,483,1989,1989-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1991,276538,473,1991,1991-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1999,233158,1179,1999,1999-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2003,86752,4868,2003,2003-01-01 00:00:00
Ford,Focus,1.8,Petrol,2003,174083,4361,2003,2003-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1989,136080,1205,1989,1989-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2003,116881,10146,2003,2003-01-01 00:00:00
BMW,X3,2.0,Diesel,2011,59408,22730,2011,2011-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1984,184822,631,1984,1984-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1998,177873,3769,1998,1998-01-01 00:00:00
VW,Passat,1.6,Petrol,2018,30969,33186,2018,2018-01-01 00:00:00
VW,Passat,1.8,Petrol,2013,72547,19440,2013,2013-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,2005,148712,7321,2005,2005-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2016,33869,17599,2016,2016-01-01 00:00:00
VW,Golf,1.6,Diesel,2008,83254,10281,2008,2008-01-01 00:00:00
VW,Golf,2.0,Diesel,2006,74143,10710,2006,2006-01-01 00:00:00
VW,Passat,1.8,Diesel,2007,68205,14086,2007,2007-01-01 00:00:00
VW,Passat,1.6,Diesel,2014,59530,22415,2014,2014-01-01 00:00:00
VW,Polo,1.4,Petrol,2000,181688,2088,2000,2000-01-01 00:00:00
Ford,Focus,1.4,Petrol,1992,146526,2323,1992,1992-01-01 00:00:00
VW,Polo,1.6,Petrol,1995,73949,3697,1995,1995-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2008,50763,19094,2008,2008-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2005,49077,11775,2005,2005-01-01 00:00:00
Ford,Fiesta,1.4,Diesel,2018,37223,20702,2018,2018-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2004,56560,9565,2004,2004-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1997,140382,4237,1997,1997-01-01 00:00:00
Ford,Focus,1.0,Diesel,1999,168204,2747,1999,1999-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2010,78527,21374,2010,2010-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2018,21051,44299,2018,2018-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1997,176599,4837,1997,1997-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2001,163856,2343,2001,2001-01-01 00:00:00
VW,Passat,1.6,Diesel,2019,17208,40231,2019,2019-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1989,181981,2255,1989,1989-01-01 00:00:00
VW,Golf,1.6,Petrol,1990,139489,1932,1990,1990-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2013,69076,20845,2013,2013-01-01 00:00:00
BMW,Z4,2.0,Petrol,1989,205331,1520,1989,1989-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2011,50581,17197,2011,2011-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2008,99685,10786,2008,2008-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2008,86877,19513,2008,2008-01-01 00:00:00
VW,Golf,1.4,Petrol,1998,144737,2954,1998,1998-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1991,334633,490,1991,1991-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2005,111462,9063,2005,2005-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2017,40902,16706,2017,2017-01-01 00:00:00
VW,Polo,1.6,Petrol,2009,54018,10712,2009,2009-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,2015,24507,58265,2015,2015-01-01 00:00:00
VW,Passat,1.4,Diesel,1994,179710,2211,1994,1994-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2005,169072,4068,2005,2005-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1996,197734,1326,1996,1996-01-01 00:00:00
Ford,Focus,1.6,Diesel,2012,113610,12813,2012,2012-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1997,140409,6253,1997,1997-01-01 00:00:00
VW,Golf,1.2,Petrol,2008,135235,5748,2008,2008-01-01 00:00:00
VW,Golf,1.4,Diesel,2012,96544,11425,2012,2012-01-01 00:00:00
VW,Passat,1.8,Diesel,2017,29141,34940,2017,2017-01-01 00:00:00
Ford,Focus,1.6,Diesel,2012,115883,12594,2012,2012-01-01 00:00:00
VW,Golf,1.2,Diesel,2016,55678,18241,2016,2016-01-01 00:00:00
VW,Passat,1.6,Diesel,1993,180752,2191,1993,1993-01-01 00:00:00
BMW,X3,2.4,Diesel,2003,123510,9252,2003,2003-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2001,130190,6009,2001,2001-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1996,168407,1707,1996,1996-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1996,155070,4512,1996,1996-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2016,35686,20448,2016,2016-01-01 00:00:00
VW,Golf,1.4,Petrol,2007,48254,10789,2007,2007-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1990,110692,1816,1990,1990-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2015,39279,18464,2015,2015-01-01 00:00:00
BMW,Z4,2.0,Petrol,1996,184114,2919,1996,1996-01-01 00:00:00
Ford,Focus,2.0,Diesel,1986,307277,460,1986,1986-01-01 00:00:00
VW,Passat,1.8,Petrol,2019,30403,37749,2019,2019-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2007,117692,5062,2007,2007-01-01 00:00:00
VW,Passat,2.0,Diesel,2013,49468,24986,2013,2013-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2004,127420,3844,2004,2004-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1994,83233,4515,1994,1994-01-01 00:00:00
VW,Golf,1.8,Petrol,1995,153259,2558,1995,1995-01-01 00:00:00
Ford,Focus,1.8,Petrol,2017,47274,28540,2017,2017-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1994,152989,1607,1994,1994-01-01 00:00:00
VW,Passat,2.0,Diesel,2001,75205,9495,2001,2001-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2014,57209,20384,2014,2014-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2006,73705,7533,2006,2006-01-01 00:00:00
VW,Golf,1.4,Diesel,2001,72141,6508,2001,2001-01-01 00:00:00
VW,Polo,1.0,Petrol,1988,316087,230,1988,1988-01-01 00:00:00
VW,Golf,1.8,Petrol,2019,16260,32776,2019,2019-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2001,165126,4523,2001,2001-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2005,120308,7161,2005,2005-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2011,81850,18608,2011,2011-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1991,142306,1551,1991,1991-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2012,97870,24596,2012,2012-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2003,93365,8090,2003,2003-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2002,116672,7133,2002,2002-01-01 00:00:00
VW,Polo,2.0,Petrol,2017,34434,23000,2017,2017-01-01 00:00:00
Ford,Focus,2.0,Petrol,2017,43861,30718,2017,2017-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1997,45789,3902,1997,1997-01-01 00:00:00
VW,Polo,1.4,Petrol,2009,126009,6014,2009,2009-01-01 00:00:00
VW,Golf,1.2,Petrol,2014,74140,13468,2014,2014-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1997,140833,3532,1997,1997-01-01 00:00:00
Ford,Focus,1.0,Petrol,2006,125186,5917,2006,2006-01-01 00:00:00
Ford,Focus,1.4,Petrol,2003,164657,4165,2003,2003-01-01 00:00:00
VW,Passat,2.0,Diesel,1999,141670,5062,1999,1999-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1989,188523,1081,1989,1989-01-01 00:00:00
Porsche,Cayenne,3.5,Petrol,1993,124437,7396,1993,1993-01-01 00:00:00
VW,Golf,1.4,Petrol,2018,43502,23127,2018,2018-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1998,118988,4128,1998,1998-01-01 00:00:00
BMW,Z4,2.0,Petrol,2005,108687,9799,2005,2005-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2010,73029,16620,2010,2010-01-01 00:00:00
VW,Polo,1.2,Petrol,2015,45322,14608,2015,2015-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2012,62702,12091,2012,2012-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2016,35516,16137,2016,2016-01-01 00:00:00
BMW,X3,3.0,Petrol,1992,170549,3229,1992,1992-01-01 00:00:00
VW,Golf,1.8,Diesel,2003,124245,5774,2003,2003-01-01 00:00:00
VW,Polo,1.6,Petrol,2012,76895,11256,2012,2012-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1996,141918,2010,1996,1996-01-01 00:00:00
VW,Passat,1.6,Diesel,2018,29715,35098,2018,2018-01-01 00:00:00
BMW,Z4,2.0,Petrol,1997,155680,3968,1997,1997-01-01 00:00:00
Porsche,911,3.5,Petrol,2005,76138,34903,2005,2005-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2017,24771,52746,2017,2017-01-01 00:00:00
Ford,Focus,2.0,Diesel,2018,34451,36469,2018,2018-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2007,195968,4376,2007,2007-01-01 00:00:00
Toyota,RAV4,2.4,Petrol,1991,160682,3090,1991,1991-01-01 00:00:00
VW,Passat,1.4,Diesel,1992,274138,824,1992,1992-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2012,59151,11541,2012,2012-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2018,41093,19266,2018,2018-01-01 00:00:00
BMW,M5,4.0,Petrol,1998,153936,10974,1998,1998-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,1991,179811,2218,1991,1991-01-01 00:00:00
VW,Passat,1.8,Diesel,1999,190666,3183,1999,1999-01-01 00:00:00
Ford,Focus,1.6,Petrol,2017,19068,31708,2017,2017-01-01 00:00:00
BMW,M5,4.0,Petrol,2000,120867,16323,2000,2000-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2013,41311,28238,2013,2013-01-01 00:00:00
VW,Passat,1.8,Diesel,2018,17952,39758,2018,2018-01-01 00:00:00
Ford,Focus,1.6,Petrol,2009,115404,9856,2009,2009-01-01 00:00:00
BMW,M5,4.4,Petrol,2016,66179,73631,2016,2016-01-01 00:00:00
VW,Polo,2.0,Petrol,2019,17934,28849,2019,2019-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2012,34408,27522,2012,2012-01-01 00:00:00
BMW,X3,2.0,Diesel,1998,207504,2996,1998,1998-01-01 00:00:00
VW,Polo,1.6,Petrol,2010,75611,9937,2010,2010-01-01 00:00:00
BMW,M5,5.0,Petrol,2016,66406,78374,2016,2016-01-01 00:00:00
BMW,Z4,2.0,Petrol,2005,155568,6770,2005,2005-01-01 00:00:00
VW,Passat,1.8,Diesel,1993,237786,1400,1993,1993-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2007,41705,25629,2007,2007-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2004,70020,10784,2004,2004-01-01 00:00:00
VW,Polo,1.4,Petrol,1991,221484,806,1991,1991-01-01 00:00:00
VW,Passat,1.6,Diesel,2009,106129,11616,2009,2009-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1985,132685,2988,1985,1985-01-01 00:00:00
Ford,Focus,1.6,Petrol,2014,67056,19414,2014,2014-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1999,13357,10869,1999,1999-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2011,42165,24081,2011,2011-01-01 00:00:00
VW,Polo,2.0,Petrol,1992,273323,639,1992,1992-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2019,25341,22090,2019,2019-01-01 00:00:00
VW,Golf,1.4,Petrol,1995,153870,2244,1995,1995-01-01 00:00:00
Ford,Focus,1.6,Petrol,2011,52156,17497,2011,2011-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1997,118963,4194,1997,1997-01-01 00:00:00
VW,Polo,1.6,Petrol,2021,9792,30796,2021,2021-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1984,278457,439,1984,1984-01-01 00:00:00
BMW,M5,4.4,Petrol,2001,137530,16058,2001,2001-01-01 00:00:00
VW,Passat,1.6,Diesel,1989,153554,2110,1989,1989-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2002,131099,5327,2002,2002-01-01 00:00:00
VW,Polo,1.6,Petrol,1990,209198,900,1990,1990-01-01 00:00:00
Ford,Focus,2.0,Petrol,1998,169421,3426,1998,1998-01-01 00:00:00
BMW,X3,3.0,Diesel,1990,155568,3363,1990,1990-01-01 00:00:00
VW,Polo,1.0,Petrol,1992,247465,575,1992,1992-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2016,51320,25540,2016,2016-01-01 00:00:00
Ford,Focus,1.0,Diesel,2000,226617,1759,2000,2000-01-01 00:00:00
BMW,Z4,3.0,Petrol,2004,56835,16098,2004,2004-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1999,146285,5244,1999,1999-01-01 00:00:00
VW,Polo,1.0,Petrol,2015,52491,12756,2015,2015-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2002,76632,14668,2002,2002-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2007,116919,5501,2007,2007-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2000,144231,3866,2000,2000-01-01 00:00:00
VW,Passat,2.0,Diesel,1993,167513,2742,1993,1993-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1996,130848,3620,1996,1996-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1994,319116,696,1994,1994-01-01 00:00:00
VW,Golf,1.8,Diesel,2016,62944,21320,2016,2016-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1995,242223,998,1995,1995-01-01 00:00:00
Ford,Focus,2.0,Petrol,1986,23528,4379,1986,1986-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2016,45955,45508,2016,2016-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1994,260035,1711,1994,1994-01-01 00:00:00
VW,Passat,1.4,Diesel,1992,130586,2901,1992,1992-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2020,5922,67985,2020,2020-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1997,188618,1569,1997,1997-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1994,242309,932,1994,1994-01-01 00:00:00
BMW,M5,4.4,Petrol,2015,64980,69428,2015,2015-01-01 00:00:00
VW,Passat,2.0,Petrol,1999,209255,2713,1999,1999-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2007,161660,3845,2007,2007-01-01 00:00:00
Ford,Focus,1.6,Diesel,1994,209048,1747,1994,1994-01-01 00:00:00
VW,Golf,1.4,Petrol,2021,13160,33583,2021,2021-01-01 00:00:00
VW,Golf,2.0,Petrol,1999,172920,2987,1999,1999-01-01 00:00:00
VW,Golf,1.2,Petrol,2013,26473,16953,2013,2013-01-01 00:00:00
VW,Passat,1.4,Petrol,1993,210813,1500,1993,1993-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2015,29038,14308,2015,2015-01-01 00:00:00
Ford,Focus,1.6,Petrol,1996,235004,1504,1996,1996-01-01 00:00:00
VW,Passat,1.4,Petrol,1994,198910,1782,1994,1994-01-01 00:00:00
VW,Passat,1.6,Diesel,2000,278954,1435,2000,2000-01-01 00:00:00
VW,Golf,1.6,Diesel,1988,177925,1291,1988,1988-01-01 00:00:00
BMW,X3,2.4,Diesel,1988,256240,1081,1988,1988-01-01 00:00:00
VW,Passat,1.6,Diesel,2008,72095,13831,2008,2008-01-01 00:00:00
Porsche,911,2.2,Petrol,2001,179057,9520,2001,2001-01-01 00:00:00
VW,Golf,1.8,Diesel,2014,70903,17702,2014,2014-01-01 00:00:00
Porsche,911,3.5,Petrol,2001,111197,20784,2001,2001-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1995,159638,4884,1995,1995-01-01 00:00:00
VW,Polo,1.0,Petrol,1994,121445,1937,1994,1994-01-01 00:00:00
VW,Golf,2.0,Petrol,2002,90295,6983,2002,2002-01-01 00:00:00
VW,Passat,1.8,Petrol,2020,19575,42883,2020,2020-01-01 00:00:00
VW,Polo,1.6,Petrol,2012,75376,11373,2012,2012-01-01 00:00:00
Ford,Focus,1.6,Petrol,1997,169852,2856,1997,1997-01-01 00:00:00
Ford,Focus,2.0,Diesel,1991,214295,1526,1991,1991-01-01 00:00:00
VW,Passat,1.6,Diesel,2015,37792,27412,2015,2015-01-01 00:00:00
VW,Golf,1.2,Diesel,2012,103562,10048,2012,2012-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2017,34775,37540,2017,2017-01-01 00:00:00
BMW,X3,2.4,Diesel,2001,84244,10819,2001,2001-01-01 00:00:00
VW,Polo,1.6,Petrol,2004,130300,4454,2004,2004-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1996,81355,9112,1996,1996-01-01 00:00:00
Ford,Focus,2.0,Petrol,1991,175779,2036,1991,1991-01-01 00:00:00
Ford,Focus,1.8,Petrol,2016,39600,27972,2016,2016-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2003,165715,5133,2003,2003-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1989,199616,1430,1989,1989-01-01 00:00:00
VW,Passat,1.4,Petrol,2016,58174,23017,2016,2016-01-01 00:00:00
VW,Passat,1.6,Diesel,2021,15195,46472,2021,2021-01-01 00:00:00
Ford,Fiesta,1.0,Diesel,2001,113202,3365,2001,2001-01-01 00:00:00
BMW,Z4,2.2,Petrol,2009,107238,13564,2009,2009-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2003,71224,11983,2003,2003-01-01 00:00:00
BMW,Z4,2.2,Petrol,2000,177200,4242,2000,2000-01-01 00:00:00
VW,Passat,2.0,Diesel,1992,85009,4870,1992,1992-01-01 00:00:00
VW,Golf,1.6,Diesel,1998,108757,4390,1998,1998-01-01 00:00:00
VW,Passat,1.8,Diesel,2005,98880,9954,2005,2005-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1997,132733,2933,1997,1997-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2019,17705,48230,2019,2019-01-01 00:00:00
Ford,Focus,2.0,Petrol,2000,123872,5667,2000,2000-01-01 00:00:00
BMW,M5,5.0,Petrol,2013,46209,72978,2013,2013-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1994,140262,1925,1994,1994-01-01 00:00:00
VW,Polo,1.4,Petrol,1991,251465,613,1991,1991-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1995,166200,2509,1995,1995-01-01 00:00:00
Ford,Focus,2.0,Petrol,1998,109599,5530,1998,1998-01-01 00:00:00
Porsche,911,2.2,Petrol,2020,6451,114333,2020,2020-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1990,254464,532,1990,1990-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2001,121413,5745,2001,2001-01-01 00:00:00
Ford,Focus,1.6,Petrol,2006,90493,9695,2006,2006-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2020,12500,41747,2020,2020-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2001,105591,6130,2001,2001-01-01 00:00:00
BMW,M5,4.0,Petrol,2003,193788,10915,2003,2003-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2011,56641,9273,2011,2011-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1987,235369,908,1987,1987-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1997,165409,1872,1997,1997-01-01 00:00:00
VW,Passat,1.8,Diesel,2010,83902,15459,2010,2010-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1991,169035,1899,1991,1991-01-01 00:00:00
VW,Polo,1.2,Petrol,2013,71415,10814,2013,2013-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1989,227527,838,1989,1989-01-01 00:00:00
BMW,Z4,2.0,Petrol,2014,39138,28558,2014,2014-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2001,146934,2847,2001,2001-01-01 00:00:00
BMW,X3,3.0,Petrol,2001,135415,7852,2001,2001-01-01 00:00:00
VW,Golf,1.8,Hybrid,2002,19024,12474,2002,2002-01-01 00:00:00
BMW,Z4,2.2,Petrol,2007,105271,12046,2007,2007-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1999,75726,7435,1999,1999-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2013,58727,24817,2013,2013-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,2017,41888,35068,2017,2017-01-01 00:00:00
Toyota,RAV4,2.2,Petrol,1990,160790,2765,1990,1990-01-01 00:00:00
VW,Passat,2.0,Diesel,2012,80368,19082,2012,2012-01-01 00:00:00
VW,Polo,2.0,Petrol,1994,185594,1617,1994,1994-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2010,57379,20924,2010,2010-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2017,25551,16676,2017,2017-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2005,79088,8152,2005,2005-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1993,272926,559,1993,1993-01-01 00:00:00
Ford,Focus,1.4,Petrol,1998,109616,4626,1998,1998-01-01 00:00:00
Porsche,Cayenne,3.0,Petrol,2009,93313,25112,2009,2009-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,2017,24148,65057,2017,2017-01-01 00:00:00
BMW,M5,5.0,Petrol,2006,92686,33576,2006,2006-01-01 00:00:00
VW,Golf,1.4,Petrol,2015,45425,18714,2015,2015-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2009,97634,13108,2009,2009-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2009,80647,7578,2009,2009-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1995,162167,3107,1995,1995-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1996,97814,7046,1996,1996-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2017,34513,45118,2017,2017-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,1997,128795,6528,1997,1997-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1996,143250,5451,1996,1996-01-01 00:00:00
VW,Polo,2.0,Petrol,1996,199260,1640,1996,1996-01-01 00:00:00
VW,Polo,2.0,Petrol,2012,63997,13719,2012,2012-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2005,88128,10747,2005,2005-01-01 00:00:00
Ford,Focus,1.8,Hybrid,2012,62627,22263,2012,2012-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2006,102610,7960,2006,2006-01-01 00:00:00
BMW,M5,4.0,Petrol,1990,212562,3886,1990,1990-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,2016,30342,17578,2016,2016-01-01 00:00:00
Ford,Mondeo,1.8,Petrol,2010,87907,13549,2010,2010-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1998,193375,2456,1998,1998-01-01 00:00:00
VW,Polo,1.4,Petrol,1997,175859,1797,1997,1997-01-01 00:00:00
VW,Polo,1.6,Petrol,2011,94605,9299,2011,2011-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2004,64355,7686,2004,2004-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2017,43650,20550,2017,2017-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2006,69036,14852,2006,2006-01-01 00:00:00
VW,Polo,1.2,Petrol,2004,119890,4183,2004,2004-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1996,219710,1798,1996,1996-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2013,60895,18403,2013,2013-01-01 00:00:00
VW,Polo,1.6,Petrol,1994,91997,3050,1994,1994-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2017,30298,22553,2017,2017-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2004,125000,3576,2004,2004-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1999,89749,6019,1999,1999-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,2005,103832,6237,2005,2005-01-01 00:00:00
Ford,Focus,1.6,Diesel,2020,8689,42985,2020,2020-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2021,12279,41792,2021,2021-01-01 00:00:00
VW,Polo,1.6,Diesel,2017,41941,20658,2017,2017-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2008,96033,18278,2008,2008-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2010,81493,22074,2010,2010-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1992,76270,4905,1992,1992-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2005,55621,13348,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,1991,236714,751,1991,1991-01-01 00:00:00
VW,Passat,1.8,Diesel,2020,15002,46160,2020,2020-01-01 00:00:00
VW,Polo,1.4,Petrol,2014,95153,10582,2014,2014-01-01 00:00:00
